scaffold.name	scaffold.length
NT_172670.1	1133
NT_172676.1	1132
NT_172675.1	1132
NT_172679.1	1132
NT_172680.1	1132
NT_172678.1	1132
NT_172677.1	1132
NT_172682.1	1131
NT_172681.1	1131
NT_172685.1	1131
NT_172684.1	1131
NT_172683.1	1131
NT_172688.1	1130
NT_172689.1	1130
NT_172687.1	1130
NT_172686.1	1130
NT_172693.1	1129
NT_172691.1	1129
NT_172692.1	1129
NT_172690.1	1129
NT_172696.1	1128
NT_172695.1	1128
NT_172694.1	1128
NT_172697.1	1128
NT_172700.1	1127
NT_172699.1	1127
NT_172698.1	1127
NT_172701.1	1127
NT_172705.1	1126
NT_172704.1	1126
NT_172703.1	1126
NT_172702.1	1126
NT_172707.1	1125
NT_172708.1	1125
NT_172706.1	1125
NT_172710.1	1124
NT_172709.1	1124
NT_172713.1	1124
NT_172711.1	1124
NT_172712.1	1124
NT_172716.1	1123
NT_172715.1	1123
NT_172714.1	1123
NT_172717.1	1122
NT_172719.1	1122
NT_172718.1	1122
NT_172720.1	1121
NT_172722.1	1120
NT_172723.1	1120
NT_172721.1	1120
NT_172724.1	1120
NT_172725.1	1120
NT_172728.1	1119
NT_172727.1	1119
NT_172729.1	1119
NT_172730.1	1119
NT_172726.1	1119
NT_172731.1	1118
NT_172733.1	1118
NT_172732.1	1118
NT_172740.1	1117
NT_172736.1	1117
NT_172739.1	1117
NT_172737.1	1117
NT_172735.1	1117
NT_172741.1	1117
NT_172734.1	1117
NT_172738.1	1117
NT_172742.1	1116
NT_172747.1	1116
NT_172743.1	1116
NT_172745.1	1116
NT_172746.1	1116
NT_172744.1	1116
NT_172749.1	1115
NT_172748.1	1115
NT_172750.1	1115
NT_172751.1	1114
NT_172753.1	1114
NT_172752.1	1114
NT_172754.1	1114
NT_172756.1	1113
NT_172757.1	1113
NT_172758.1	1113
NT_172755.1	1113
NT_172759.1	1112
NT_172760.1	1112
NT_172761.1	1112
NT_172764.1	1111
NT_172763.1	1111
NT_172762.1	1111
NT_172765.1	1110
NT_172767.1	1110
NT_172768.1	1110
NT_172769.1	1110
NT_172766.1	1110
NT_172770.1	1110
NT_172771.1	1110
NT_172774.1	1109
NT_172775.1	1109
NT_172772.1	1109
NT_172773.1	1109
NT_172776.1	1108
NT_172779.1	1108
NT_172780.1	1108
NT_172781.1	1108
NT_172777.1	1108
NT_172778.1	1108
NT_172782.1	1107
NT_172783.1	1107
NT_172786.1	1106
NT_172788.1	1106
NT_172784.1	1106
NT_172787.1	1106
NT_172785.1	1106
NT_172798.1	1105
NT_172794.1	1105
NT_172797.1	1105
NT_172793.1	1105
NT_172796.1	1105
NT_172795.1	1105
NT_172792.1	1105
NT_172791.1	1105
NT_172790.1	1105
NT_172789.1	1105
NT_172802.1	1104
NT_172803.1	1104
NT_172804.1	1104
NT_172801.1	1104
NT_172800.1	1104
NT_172799.1	1104
NT_172805.1	1103
NT_172807.1	1103
NT_172806.1	1103
NT_172809.1	1103
NT_172808.1	1103
NT_172810.1	1102
NT_172813.1	1102
NT_172811.1	1102
NT_172812.1	1102
NT_172818.1	1101
NT_172816.1	1101
NT_172817.1	1101
NT_172815.1	1101
NT_172814.1	1101
NT_172821.1	1099
NT_172822.1	1099
NT_172825.1	1099
NT_172820.1	1099
NT_172819.1	1099
NT_172826.1	1099
NT_172823.1	1099
NT_172824.1	1099
NT_172827.1	1098
NT_172828.1	1098
NT_172829.1	1098
NT_172831.1	1097
NT_172832.1	1097
NT_172833.1	1097
NT_172834.1	1097
NT_172830.1	1097
NT_172836.1	1096
NT_172837.1	1096
NT_172838.1	1096
NT_172835.1	1096
NT_172839.1	1095
NT_172840.1	1095
NT_172841.1	1094
NT_172842.1	1094
NT_172843.1	1094
NT_172844.1	1093
NT_172846.1	1093
NT_172847.1	1093
NT_172845.1	1093
NT_172851.1	1092
NT_172849.1	1092
NT_172850.1	1092
NT_172848.1	1092
NT_172857.1	1091
NT_172852.1	1091
NT_172855.1	1091
NT_172856.1	1091
NT_172858.1	1091
NT_172854.1	1091
NT_172853.1	1091
NT_172859.1	1090
NT_172860.1	1090
NT_172862.1	1089
NT_172861.1	1089
NT_172863.1	1089
NT_172864.1	1089
NT_172867.1	1088
NT_172868.1	1088
NT_172869.1	1088
NT_172870.1	1088
NT_172872.1	1088
NT_172871.1	1088
NT_172873.1	1088
NT_172865.1	1088
NT_172874.1	1088
NT_172866.1	1088
NT_172876.1	1087
NT_172877.1	1087
NT_172878.1	1087
NT_172875.1	1087
NT_172879.1	1086
NT_172881.1	1085
NT_172882.1	1085
NT_172883.1	1085
NT_172884.1	1085
NT_172880.1	1085
NT_172889.1	1084
NT_172888.1	1084
NT_172887.1	1084
NT_172885.1	1084
NT_172886.1	1084
NT_172891.1	1083
NT_172890.1	1083
NT_172892.1	1083
NT_172894.1	1083
NT_172893.1	1083
NT_172897.1	1082
NT_172895.1	1082
NT_172898.1	1082
NT_172899.1	1082
NT_172896.1	1082
NT_172903.1	1081
NT_172904.1	1081
NT_172900.1	1081
NT_172901.1	1081
NT_172902.1	1081
NT_172905.1	1080
NT_172907.1	1080
NT_172906.1	1080
NT_172910.1	1079
NT_172909.1	1079
NT_172908.1	1079
NT_172911.1	1078
NT_172914.1	1078
NT_172915.1	1078
NT_172912.1	1078
NT_172913.1	1078
NT_172916.1	1077
NT_172917.1	1077
NT_172918.1	1077
NT_172919.1	1076
NT_172920.1	1076
NT_172921.1	1075
NT_172922.1	1075
NT_172923.1	1074
NT_172924.1	1074
NT_172925.1	1074
NT_172928.1	1074
NT_172926.1	1074
NT_172927.1	1074
NT_172929.1	1073
NT_172930.1	1073
NT_172932.1	1072
NT_172933.1	1072
NT_172931.1	1072
NT_172938.1	1071
NT_172936.1	1071
NT_172935.1	1071
NT_172934.1	1071
NT_172937.1	1071
NT_172939.1	1069
NT_172940.1	1069
NT_172945.1	1068
NT_172944.1	1068
NT_172948.1	1068
NT_172946.1	1068
NT_172941.1	1068
NT_172947.1	1068
NT_172943.1	1068
NT_172942.1	1068
NT_172951.1	1067
NT_172950.1	1067
NT_172953.1	1067
NT_172949.1	1067
NT_172954.1	1067
NT_172952.1	1067
NT_172956.1	1066
NT_172957.1	1066
NT_172955.1	1066
NT_172958.1	1066
NT_172960.1	1065
NT_172959.1	1065
NT_172961.1	1065
NT_172962.1	1064
NT_172964.1	1064
NT_172963.1	1064
NT_172966.1	1063
NT_172965.1	1063
NT_172970.1	1063
NT_172968.1	1063
NT_172969.1	1063
NT_172967.1	1063
NT_172971.1	1062
NT_172973.1	1061
NT_172972.1	1061
NT_172975.1	1061
NT_172974.1	1061
NT_172977.1	1060
NT_172976.1	1060
NT_172979.1	1059
NT_172978.1	1059
NT_172980.1	1059
NT_172981.1	1059
NT_172982.1	1059
NT_172985.1	1058
NT_172983.1	1058
NT_172986.1	1058
NT_172984.1	1058
NT_172987.1	1058
NT_172988.1	1058
NT_172990.1	1057
NT_172991.1	1057
NT_172992.1	1057
NT_172993.1	1057
NT_172994.1	1057
NT_172995.1	1057
NT_172989.1	1057
NT_173001.1	1055
NT_172997.1	1055
NT_172996.1	1055
NT_173000.1	1055
NT_172999.1	1055
NT_172998.1	1055
NT_173004.1	1054
NT_173003.1	1054
NT_173002.1	1054
NT_173008.1	1054
NT_173006.1	1054
NT_173007.1	1054
NT_173009.1	1054
NT_173005.1	1054
NT_173010.1	1053
NT_173011.1	1053
NT_173013.1	1052
NT_173014.1	1052
NT_173015.1	1052
NT_173012.1	1052
NT_173017.1	1051
NT_173016.1	1051
NT_173021.1	1050
NT_173019.1	1050
NT_173020.1	1050
NT_173018.1	1050
NT_173022.1	1049
NT_173025.1	1049
NT_173023.1	1049
NT_173027.1	1049
NT_173026.1	1049
NT_173024.1	1049
NT_173031.1	1048
NT_173032.1	1048
NT_173034.1	1048
NT_173030.1	1048
NT_173033.1	1048
NT_173029.1	1048
NT_173028.1	1048
NT_173039.1	1046
NT_173038.1	1046
NT_173040.1	1046
NT_173037.1	1046
NT_173036.1	1046
NT_173035.1	1046
NT_173045.1	1045
NT_173044.1	1045
NT_173041.1	1045
NT_173043.1	1045
NT_173042.1	1045
NT_173050.1	1044
NT_173047.1	1044
NT_173049.1	1044
NT_173048.1	1044
NT_173051.1	1044
NT_173046.1	1044
NT_173052.1	1043
NT_173053.1	1042
NT_173057.1	1042
NT_173055.1	1042
NT_173054.1	1042
NT_173056.1	1042
NT_173058.1	1042
NT_173059.1	1042
NT_173062.1	1041
NT_173060.1	1041
NT_173061.1	1041
NT_173066.1	1040
NT_173067.1	1040
NT_173068.1	1040
NT_173063.1	1040
NT_173065.1	1040
NT_173064.1	1040
NT_173069.1	1040
NT_173070.1	1040
NT_173073.1	1039
NT_173071.1	1039
NT_173072.1	1039
NT_173080.1	1038
NT_173079.1	1038
NT_173075.1	1038
NT_173076.1	1038
NT_173081.1	1038
NT_173074.1	1038
NT_173078.1	1038
NT_173077.1	1038
NT_173085.1	1037
NT_173082.1	1037
NT_173089.1	1037
NT_173087.1	1037
NT_173084.1	1037
NT_173088.1	1037
NT_173083.1	1037
NT_173086.1	1037
NT_173091.1	1036
NT_173092.1	1036
NT_173090.1	1036
NT_173093.1	1036
NT_173094.1	1036
NT_173095.1	1035
NT_173096.1	1035
NT_173097.1	1035
NT_173098.1	1034
NT_173105.1	1034
NT_173100.1	1034
NT_173099.1	1034
NT_173101.1	1034
NT_173104.1	1034
NT_173102.1	1034
NT_173103.1	1034
NT_173106.1	1033
NT_173107.1	1033
NT_173108.1	1032
NT_173111.1	1032
NT_173109.1	1032
NT_173112.1	1032
NT_173110.1	1032
NT_173116.1	1031
NT_173114.1	1031
NT_173113.1	1031
NT_173115.1	1031
NT_173120.1	1030
NT_173117.1	1030
NT_173118.1	1030
NT_173119.1	1030
NT_173126.1	1029
NT_173123.1	1029
NT_173122.1	1029
NT_173125.1	1029
NT_173121.1	1029
NT_173127.1	1029
NT_173124.1	1029
NT_173128.1	1029
NT_173129.1	1027
NT_173130.1	1027
NT_173131.1	1027
NT_173132.1	1027
NT_173133.1	1027
NT_173137.1	1026
NT_173141.1	1026
NT_173140.1	1026
NT_173138.1	1026
NT_173134.1	1026
NT_173135.1	1026
NT_173139.1	1026
NT_173136.1	1026
NT_173142.1	1025
NT_173143.1	1025
NT_173145.1	1025
NT_173144.1	1025
NT_173151.1	1024
NT_173148.1	1024
NT_173146.1	1024
NT_173150.1	1024
NT_173147.1	1024
NT_173149.1	1024
NT_173152.1	1023
NT_173153.1	1023
NT_173155.1	1023
NT_173154.1	1023
NT_173159.1	1022
NT_173157.1	1022
NT_173158.1	1022
NT_173160.1	1022
NT_173156.1	1022
NT_173161.1	1022
NT_173162.1	1022
NT_173164.1	1021
NT_173163.1	1021
NT_173165.1	1021
NT_173166.1	1020
NT_173171.1	1020
NT_173169.1	1020
NT_173167.1	1020
NT_173170.1	1020
NT_173168.1	1020
NT_173181.1	1019
NT_173182.1	1019
NT_173180.1	1019
NT_173172.1	1019
NT_173176.1	1019
NT_173174.1	1019
NT_173177.1	1019
NT_173175.1	1019
NT_173178.1	1019
NT_173173.1	1019
NT_173179.1	1019
NT_173183.1	1018
NT_173184.1	1018
NT_173185.1	1018
NT_173186.1	1018
NT_173190.1	1017
NT_173189.1	1017
NT_173188.1	1017
NT_173187.1	1017
NT_173192.1	1016
NT_173194.1	1016
NT_173193.1	1016
NT_173191.1	1016
NT_173195.1	1016
NT_173201.1	1015
NT_173197.1	1015
NT_173202.1	1015
NT_173199.1	1015
NT_173198.1	1015
NT_173196.1	1015
NT_173200.1	1015
NT_173203.1	1014
NT_173205.1	1014
NT_173204.1	1014
NT_173209.1	1013
NT_173207.1	1013
NT_173206.1	1013
NT_173210.1	1013
NT_173208.1	1013
NT_173211.1	1013
NT_173212.1	1013
NT_173217.1	1012
NT_173215.1	1012
NT_173218.1	1012
NT_173216.1	1012
NT_173213.1	1012
NT_173214.1	1012
NT_173225.1	1011
NT_173219.1	1011
NT_173220.1	1011
NT_173221.1	1011
NT_173222.1	1011
NT_173224.1	1011
NT_173223.1	1011
NT_173226.1	1010
NT_173231.1	1010
NT_173230.1	1010
NT_173229.1	1010
NT_173228.1	1010
NT_173227.1	1010
NT_173234.1	1009
NT_173235.1	1009
NT_173232.1	1009
NT_173233.1	1009
NT_173236.1	1009
NT_173240.1	1008
NT_173239.1	1008
NT_173238.1	1008
NT_173237.1	1008
NT_173243.1	1007
NT_173242.1	1007
NT_173241.1	1007
NT_173246.1	1007
NT_173245.1	1007
NT_173244.1	1007
NT_173251.1	1006
NT_173252.1	1006
NT_173250.1	1006
NT_173248.1	1006
NT_173249.1	1006
NT_173247.1	1006
NT_173253.1	1005
NT_173258.1	1004
NT_173259.1	1004
NT_173257.1	1004
NT_173255.1	1004
NT_173256.1	1004
NT_173254.1	1004
NT_173260.1	1003
NT_173263.1	1003
NT_173264.1	1003
NT_173261.1	1003
NT_173262.1	1003
NT_173265.1	1002
NT_173266.1	1002
NT_173267.1	1002
NT_173268.1	1001
NT_173269.1	1001
NT_173270.1	1001
NT_173271.1	1001
NT_173275.1	1000
NT_173272.1	1000
NT_173273.1	1000
NT_173274.1	1000
NT_173276.1	1000
